Songid,Genre,Song,Artist,SPB,SPN,SPH,SPA,DPN,DPH,DPA,Style,In26
854,ぷろぐれっしぶ電波,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,ARM(IOSYS) feat. 山本椛,-,5,7,11,4,7,10,22,1
855,A-STYLE DRUMSTEP,ベィスドロップ・フリークス,かめりあ feat. ななひら,-,4,7,10,4,7,11,22,1
856,きらめきコア,もっと！モット！ときめき feat. 松下,シャイニング度胸兄弟,-,6,9,11,6,9,11,22,1
857,OLDSTYLE GAMEMUSIC,リリーゼと炎龍レーヴァテイン,黒猫ダンジョン,-,6,10,12,6,10,12,22,1
858,ASTRAL DRUM & BASS,共鳴遊戯の華,アイテール魔導士隊,-,7,10,12,7,10,12,22,1
859,HYPER J-POP,十六夜セツナ,Xceon feat.Mayumi Morinaga,-,5,7,10,6,8,10,22,1
860,WORLD/ELECTRONICA,千年ノ理,猫叉Master,-,6,9,12,6,9,12,22,1
861,HYPER J-POP,取り残された美術(Arranged:HiZuMi),幽閉サテライト feat. senya,-,5,8,10,5,8,10,22,1
862,HAPPY SUMMER CORE,夏色DIARY -L.E.D.-G STYLE MIX-,猫叉王子 feat.L.E.D.-G,-,6,10,12,6,10,12,22,1
863,DRUM'N'WALTZ,妖隠し -あやかしかくし-,DJ TOTTO feat.3L,-,5,9,10,6,8,11,22,1
864,ムラクモ,少年は空を辿る,Power Of Nature,-,6,10,12,7,10,12,22,1
865,KANA-POP,恋は白帯、サンシロー,星野奏子,-,3,6,9,4,6,9,22,1
866,JAPANESE TRADITIONAL,打打打打打打打打打打,ヒゲドライバー join. SELEN,-,5,8,11,5,9,11,22,1
867,TIME TRIP JAZZ,時空トラベローグ,SWING HOLIC feat. A～YA,-,6,9,11,6,9,11,22,1
868,ORIENTAL CORE,疾風迅雷,KUMOKIRI,-,6,10,12,6,10,12,22,1
869,想歌 風,白露の風,Qrispy Joybox feat. 常盤ゆう,-,2,6,9,2,6,9,22,1
870,J-CORE,紅牡丹,DJ NAGAI feat. a☆ru,-,6,9,12,6,9,12,22,1
871,Hi-FUNK BREAKS,表裏一体！？怪盗いいんちょの悩み♥,◇◆謎の怪盗少女ぷらずま☆彡Prim◇◆,-,6,10,12,6,10,12,22,1
872,PIECED EUPHORIA,超青少年ノ為ノ超多幸ナ超古典的超舞曲,Project B-,-,6,9,11,6,8,12,22,1
873,ASURA TEK CORE,鬼天,兎々,-,6,9,11,6,10,12,22,1
874,TECH BREAKBEATS,199024club -Re:BounceKiller-,DJ Mass MAD Izm*,-,5,10,12,5,10,12,23,1
875,HARD DANCE,Acid Pumper,ni-21,-,4,9,11,5,9,11,23,1
876,HAPPY で HARDCORE,Angelic Jelly,t+pazolite,-,6,9,11,6,9,11,23,1
877,DANCE EXPRESS,AO-1,電龍,-,7,10,12,7,10,12,23,1
878,UPLIFTING TRANCE,Arcana,Maozon,-,6,8,10,6,8,10,23,1
879,POST J-TRADITIONAL,Aublia,onoken feat. ALIAKE,-,5,8,11,5,8,11,23,1
880,HARD DANCE,Battle Train -IIDX Edition-,Sota Fujimori,-,4,10,11,6,9,12,23,1
881,DREAM CORE,Blue Spring Express,DJ Scratch & Bend,-,7,10,12,6,10,12,23,1
882,FUTURE BASS,Central Station,Recycle,-,5,8,10,4,8,10,23,1
883,HARD STEP,chaos eater -IIDX edition-,猫叉Master+,-,5,9,11,7,9,12,23,1
884,TECHNO,CODE:1 [revision1.0.1],HEXA,-,5,9,12,5,9,12,23,1
885,ラッキーハードコア,Daily Lunch Special,Lucky Vacuum,-,6,9,11,6,9,11,23,1
886,CYBER DRUMSTEP,Damage Per Second,Maozon,-,4,7,9,4,7,10,23,1
887,HARD DANCE,Derelict Star feat. Ryu*,Remo-con,-,6,9,11,6,9,11,23,1
888,MAINSTREAM HARDCORE,Devil's Gear,DJ Myosuke,-,6,10,12,6,10,12,23,1
889,HARD ELECTRIC POP,DIAMOND CROSSING,S-C-U vs L.E.D.,-,7,10,12,7,10,12,23,1
890,EDM,do the thing feat. Kanae Asaba,MK,-,4,8,10,5,8,10,23,1
891,DONK,Donkey Donk,Ryu☆,-,6,9,10,6,9,11,23,1
892,HYBRID TWERK,Dynamite,USAO,-,7,10,12,7,10,12,23,1
893,J-DANCE POP,Everlasting Last,HHH×MM×ST,-,4,8,10,5,8,10,23,1
894,FUTURE JERSEY,Exchange Place,Dirty Androids,-,4,7,9,4,7,9,23,1
895,ELECTRONIC DANCE,GENERATE feat.綾倉盟,Masayoshi Minoshima,-,5,8,10,5,8,10,23,1
896,HARDCORE RAVE,GET READY!!,DJ Shimamura,-,6,9,11,6,9,12,23,1
897,GAMER'S ELECTRO/COMPLEXTRO,Glitch Nerds,かめりあ,-,5,8,10,5,9,11,23,1
898,TRAPSTYLE,Go Faraway,DJ Noriken feat. Yukacco,-,5,7,10,5,9,11,23,1
899,CANTERBURY&BEAT,GOBBLE,Kimitaka Matsumae,-,4,7,11,7,12,11,23,1
900,JOINT WORK,Godspeed,dj TAKA xxx 猫叉Master xxx L.E.D.,-,7,10,12,7,10,12,23,1
901,HARD ART CORE,Grand Chariot,xi,-,7,10,12,7,10,12,23,1
902,BEMANIZED DIGITAL ROCK,Highcharge Divolt,HuΣeR,-,6,10,12,6,10,12,23,1
903,HiTECH FULLON,Inner Spirit,lapix,-,5,9,11,5,8,11,23,1
904,WORLD/ELECTRONICA,Journey,猫叉Master,-,3,6,9,4,7,9,23,1
905,JUNGLE CLASSIC,Konzert V,Remo-con vs. dj TAKA,-,6,10,12,7,10,11,23,1
906,PRIMAVERA JAZZ WALTZ,La dolce primavera,OSTER project,-,4,8,10,5,8,11,23,1
907,HDM,M4K3 1T B0UNC3,kors k,-,7,10,12,7,10,12,23,1
908,HARDSTYLE,Musik LoverZ,RoughSketch,-,5,7,10,5,7,10,23,1
909,METAL POPS,NANAIRO,LIQU@。,-,5,9,10,5,9,10,23,1
910,SORROW STEP,Nightmare before oversleep,猫叉Master,-,7,10,12,7,10,12,23,1
911,SHINOBI SPEED,NINJA IS DEAD IIDX ver.,P*Light,-,6,9,12,6,9,12,23,1
912,ONLY ONE DANCE MUSIC,NO LIMIT -オレ達に限界は無い-,SUPER STAR 満-MITSURU- vs. 伝説のダンサー マイク,-,4,6,10,4,6,10,23,1
913,ELECTRO TRANCE,Nowhere,Nhato,-,4,8,10,5,9,11,23,1
914,END ROLL,NZM,The 4th,-,6,9,12,6,10,12,23,1
915,RADIO SHOWCASE,On the FM,C-Show,-,6,8,11,6,8,11,23,1
916,FRENCHCORE,Outbreak,USAO,-,6,9,11,6,9,11,23,1
917,HARDCORE,OUTER LIMITS ALTERNATIVE,L.E.D.-G,-,5,8,10,5,8,11,23,1
918,PSYCHIC FLASH,POSSESSION,TAG underground,-,7,10,12,7,10,12,23,1
919,J-TEKNO,quick master (reform version),youhei shimizu,-,1,3,5,1,5,6,23,1
920,TRANCE,refrain,dj TAKA feat.AiMEE,-,6,10,12,6,10,12,23,1
921,HARDCORE,Rock It,Hommarju,-,5,8,11,5,9,11,23,1
922,JAZZY-ELECTRO,Routing,かめりあ,-,6,9,11,7,9,11,23,1
923,CHAOTIC SPEEDCORE,SEITEN NO TERIYAKI,Kobaryo,-,4,7,11,4,7,11,23,1
924,TRANCE,Sephirot,SHIKI,-,5,8,10,5,8,10,23,1
925,HARD TRANCE,Set U Free feat. Kanae Asaba,Y&Co.,-,4,8,10,4,8,11,23,1
926,ROCKIN' DRUM&BASS,SHELTER OF THE MIND,YURiCa/花たん,-,6,9,11,6,9,11,23,1
927,DANCE SPEED GOLD,STARLiGHT,星龍,-,5,9,11,5,9,11,23,1
928,HAPPY EMOTION,STARLIGHT DANCEHALL,P*Light,-,6,9,11,7,9,11,23,1
929,FANTASY,StrayedCatz,削除,-,6,10,12,6,9,12,23,1
930,HARDCORE,Super Duper Racers,kors k & Numb'n'dub,-,4,8,10,5,8,10,23,1
931,GRAVITY POP,SURVIVOR,SOUND HOLIC Vs. ZYTOKINE feat. Nana Takahashi,-,4,7,9,5,7,10,23,1
932,WORLD/ELECTRONICA,Tori-no-kimochi,猫叉Master+,-,1,6,10,3,7,11,23,1
933,TECH-TRANCE,Transport,Sota Fujimori,-,5,7,10,5,7,10,23,1
934,RISK + VACUUM,Triple Counter,DJ YOSHITAKA meets dj TAKA,-,7,10,12,7,10,12,23,1
935,CANDY RAVE,Uh-Oh,kors k,-,5,8,10,6,9,10,23,1
936,GLITCH ELECTRO,Violet Pulse,G.K,-,2,8,10,2,8,10,23,1
937,LATIN JAZZ TRIO,Violet Rose,OSTER project,-,7,9,11,7,10,11,23,1
938,HARDCORE,Welcome,Uraken,-,4,10,11,7,9,11,23,1
939,RENAISSANCE,X,D.J.Amuro,-,7,10,12,7,10,12,23,1
940,BLOOM CORE,ZEPHYRANTHES,TAG,-,5,9,11,5,9,11,23,1
941,HYPER J-POP,オルタネイトβ,Xceon feat. Mayumi Morinaga,-,4,7,10,4,7,10,23,1
942,SUMMER WORKOUT,か・し・ま・し☆PUMP UP！,miko,-,6,9,11,6,9,11,23,1
943,Hi-RESORT電波,ギョギョっと人魚♨爆婚ブライダル,海の底からマーメイド♨Prim by ARM×狐夢想,-,4,8,10,4,8,10,23,1
944,KANA-POP,シュッパツシンコウ・シサカンコ,星野奏子,-,6,8,10,5,8,10,23,1
945,ORBITALICTRO,セロトニン,U1 overground,-,6,9,11,6,9,11,23,1
946,電波デステクノ,めいさいアイドル☆あいむちゃん♪,DJ SHARPNEL feat.みらい,-,7,10,12,6,10,12,23,1
947,空想ファンタジーシリーズ,少女アリスと箱庭幻想コンチェルト,DJ TOTTO,-,5,8,10,5,9,11,23,1
948,禅ジャズ,明鏡止水,TOMOSUKE feat. あさき,-,5,9,11,5,9,11,23,1
949,GLITCH JAZZ,星屑ディスタンシア,ARM feat.普透明度 + Brasscapsule,-,4,6,10,4,6,10,23,1
950,ARTCORE ROCK,朝焼けから始まるボクらの小さな旅,cosMo@暴走P,-,5,9,11,5,9,11,23,1
951,BROKEN SAMBA BREAK,灼熱Pt.2 Long Train Running,DJ Mass MAD Izm*,-,7,11,12,7,11,12,23,1
952,HARDSTYLE,炸裂！イェーガー電光チョップ！！ (JAEGER FINAL ATTACK),L.E.D.,-,6,9,11,7,10,12,23,1
953,新世紀進步的羽扇子音楽,真 地獄超特急 -HELL or HELL-,DJ TECHNORCH Vs. L.E.D.Light-G,-,7,10,12,7,10,12,23,1
954,ORIENTAL TECHDANCE,紫陽花 -AZISAI-,Camellia Vs. Expander,-,7,10,12,7,10,12,23,1
955,FUTURE E-POP,追想快晴テーマパーク,PHQUASE,-,6,10,11,6,10,11,23,1
956,エピックプログレ,量子の海のリントヴルム,黒猫ダンジョン,-,6,9,11,6,10,11,23,1
957,にゃんコア,駅猫のワルツ,ミニョンヌ鉄道兄弟,-,6,10,12,6,10,12,23,1
958,WINTER GLOW,麗 ～うらら～,SOUND HOLIC feat. Nana Takahashi,-,5,9,11,6,10,11,23,1
959,NEON/TWERKCORE,#MAGiCVLGiRL_TRVP_B3VTZ,DJ Noriken,-,6,9,12,6,9,11,24,1
960,BIG BEAT/BREAKBEATS,(This Is Not) The Angels,Hommarju,-,4,8,11,5,8,11,24,1
961,TRIBAL HOUSE,¡Viva!,Ryu*,-,5,8,10,4,9,11,24,1
962,HiTECH,〆,lapix,-,6,9,12,6,10,12,24,1
963,HARD DANCE,Affection,ni-21,-,3,6,10,3,6,10,24,1
964,HiTECH FULLON,Amazing Mirage,lapix,-,5,9,11,5,9,11,24,1
965,DANCE SPEED,AO-∞,青龍,-,6,9,10,6,9,10,24,1
966,EPIC D'N'B,Apocalypse,Morrigan feat. リリィ,-,5,9,12,5,9,12,24,1
967,UPLIFTING TRANCE,Around The Galaxy,NISH,-,5,9,11,7,10,11,24,1
968,WORLD,AsiaN distractive,猫叉劇団,-,5,8,11,6,9,11,24,1
969,SPIRAL STAIRS,BabeL ～Grand Story～,Ako Atak,-,6,10,11,7,10,12,24,1
970,ALTERNATIVE TECHNO POP,Be A Star,PHQUASE feat.ぁゅ,-,4,9,11,5,8,11,24,1
971,DJ BATTLE,Beat Juggling Mix,Hommarju,-,6,9,11,6,9,11,24,1
972,HARDCORE RAVE,Believe in you,DJ Shimamura feat. Renna,-,5,8,10,6,8,10,24,1
973,TRANCE,Beyond The Seven,Nhato,-,4,7,11,4,8,11,24,1
974,FESTIVAL SOUND,BREAK OVER,MASAYOSHI IIMORI,-,5,9,11,5,8,11,24,1
975,MOOMBAHCORE,Breakin' Chain,REDALiCE feat. MONICO,-,4,8,10,5,8,11,24,1
976,SUPER ULTIMATE HYPER CORE,BroGamer,USAO,-,7,9,11,7,9,11,24,1
977,HARD TRAP,Caterpillar,Eagle,-,6,10,12,6,10,12,24,1
978,ANTHEM,crew,beatnation Records,-,3,8,11,4,9,11,24,1
979,DREAM COLLABORATION,Cyber True Color,kors k vs Sota Fujimori,-,5,9,11,5,9,11,24,1
980,EMOTIONAL HI-TECH,DISAPPEAR feat. koyomin,DJ Genki,-,4,9,11,4,10,12,24,1
981,ARCHAIC TALE EP1,DORNWALD ～Junge～,DJ TOTTO,-,6,10,12,7,10,12,24,1
982,HYBRID BUCHIAGE TRANCE,ECHIDNA,Hu∑eR,-,6,10,12,7,10,12,24,1
983,FUTURE BEATS,Egret and Willow,Dirty Androids,-,6,8,11,6,8,11,24,1
984,EDM,elemental bender feat. Kanae Asaba,MK,-,3,6,8,3,6,8,24,1
985,HYPER DIGIMETAL,FUZIN RIZIN,SOUND HOLIC feat. Nana Takahashi & 7-9sec.,-,5,9,12,6,9,12,24,1
986,TRANCE CORE,Go Ahead!!,Ryu☆ Vs. Sota,-,7,10,12,7,10,12,24,1
987,REQUIEM PSY,GuNGNiR,Gram,-,7,11,12,7,10,12,24,1
988,HARDSTYLE,HADES,Massive New Krew,-,5,9,12,5,10,12,24,1
989,HAPPY,HAPPY★RUSH,P*Light,-,4,9,11,5,9,11,24,1
990,HYPER TRAP,Honey Trap,Expander,-,5,8,11,5,8,11,24,1
991,NEUROFUNK,INVISIBLE STRIX,L.E.D.,-,6,10,11,7,10,11,24,1
992,DRUM'N'BASS,Lost wing at.0,猫叉Master+,-,5,8,11,4,8,11,24,1
993,PIANO CONTEMPORARY,Macuilxochitl,TOMOSUKE,-,7,10,11,7,10,11,24,1
994,KAWAII FUTURE BASS,Magical,Snail's House,-,4,6,10,4,6,10,24,1
995,EXPERIMENTAL,Mare Nectaris,神楽,-,7,10,12,7,10,12,24,1
996,TECHNO,Modular Technology,Sota Fujimori,-,6,10,11,6,10,11,24,1
997,TURBOFUNK,Music is The Answer,C-Show,-,4,8,10,4,8,10,24,1
998,NOSTALGIA,nostos,Setaria Virtuoso,-,5,8,11,5,9,11,24,1
999,BUBBLEGUM DANCE,OOO,Ryu☆ feat.moimoi,-,3,7,10,3,7,10,24,1
1000,POP BREAKCORE,OTENAMI Hurricane,t+pazolite,-,6,10,12,6,10,12,24,1
1001,MONDO-GROOVE BASSHOUSE,PAPAYAPA BASS,かめりあ feat. ななひら,-,5,8,11,5,8,11,24,1
1002,BEAT PIANO MUSIC,Piano Samurai,maras k(marasy+kors k),-,5,9,10,5,9,10,24,1
1003,HARD BREAK BEATS,Quakes,dj Hellix,-,6,10,12,7,10,12,24,1
1004,TRANCE,RAIN,dj TAKA,-,6,9,12,6,10,12,24,1
1005,SPEED RAVE,Rave Cannon,kors k,-,5,9,12,5,9,12,24,1
1006,哀愁EUROBEAT,Remedy feat. Kanae Asaba,Y&Co.,-,5,8,10,5,8,10,24,1
1007,HARDSTYLE,RISING FIRE HAWK,L.E.D.-G,-,5,8,11,5,9,11,24,1
1008,RDM,ROTTERDAM SHOGUN,ABDI from ジャカルタファンクブラザーズ,-,6,9,11,6,9,11,24,1
1009,TECH BREAKBEATS,SAMURAI-Scramble,DJ Mass MAD Izm*,-,5,9,11,6,9,11,24,1
1010,PIECED MAKIBISHI,Sarutobi Champion is 拙者,Project B-,-,6,9,11,6,9,11,24,1
1011,SHINOBI RAVE,SAY BAY,P*Light,-,5,8,12,5,9,12,24,1
1012,ROCK,SCREAM THE LIFE FEAT.KYONO,DJ BAKU,-,4,8,10,5,8,10,24,1
1013,80's SYNTH FUNK,Seaside Labyrinth,Dirty Androids,-,4,7,9,4,6,9,24,1
1014,FUTURE BASS,Seize the Day,DJ'TEKINA//SOMETHING feat.yuyoyuppe,-,5,7,10,5,9,11,24,1
1015,R&B,Selfish Sweet,OSTER project feat. かなたん,-,3,5,9,3,6,9,24,1
1016,TECHNO,SEQUENCE CAT,SLEDLAKE (SLAKE & L.E.D.),-,5,10,11,6,10,12,24,1
1017,DETROIT TECHNO,Shoot'Em All,Manabu Namiki,-,3,7,11,3,8,12,24,1
1018,CHIPTUNE,shuriken,ヒゲドライバー,-,4,6,10,4,8,11,24,1
1019,CANDY ROCK,SINOBUZ Fantasy,Noria,-,6,9,10,6,9,10,24,1
1020,ANTHEM,Sky High,Cuvelia,-,6,10,12,6,10,12,24,1
1021,ASIAN CONTEMPORARY,Snakey Kung-fu,金獅子 vs 麒麟 feat. 獏,-,6,10,12,6,10,12,24,1
1022,DRUM&BASS,Steel Edge,Maozon,-,5,8,12,5,9,11,24,1
1023,DANCE MUSIC,Summer,banvox,-,3,7,10,3,7,10,24,1
1024,HARDCORE RAVE,Summerlights(IIDX Edition),DJ Noriken,-,6,9,12,6,9,12,24,1
1025,HARDTEK,Super Rush,kors k,-,6,9,12,6,9,12,24,1
1026,ELECTRO FUSION,Surf on the Light,Tomoyuki Uchida,-,4,8,10,4,8,10,24,1
1027,J-POP,Sweet Clapper,livetune+,-,3,7,10,3,7,10,24,1
1028,HARDSTYLE,The Commanders,USAO,-,5,8,10,5,8,11,24,1
1029,HARD TRANCE,TOGAKUSHI,SETUP,-,5,10,12,5,10,12,24,1
1030,UPLIFTING TRANCE,Umbral,Maozon,-,3,7,10,3,7,10,24,1
1031,JUMP UP/HARDCORE,Venom,kors k vs L.E.D.-G,-,6,10,12,7,10,11,24,1
1032,HARD HOUSE,Vermilion,Remo-con,-,5,8,10,5,8,10,24,1
1033,MAINSTREAM HARDCORE,Warrior,DJ CHUCKY feat. Jonjo,-,5,8,10,5,9,10,24,1
1034,CYBER JAZZSTEP,XINOBIKILL,SOUND HOLIC feat. Nana Takahashi,-,6,9,11,5,9,12,24,1
1035,夏の夕暮れと、DUBSTEP。,yamabiko (SINOBUZ Edition),かめりあ,-,5,8,11,5,8,11,24,1
1036,ALTERNATIVE ELECTRO,Yellow Sketch(RX-Ver.S.P.L.),高田雅史,-,4,9,11,4,9,11,24,1
1037,WORLD/ELECTRONICA,イザナミノナゲキ,猫叉Master,-,6,9,12,6,9,12,24,1
1038,演歌ブレイクス,お命ちょうDAI！9-1娘,DJ SHARPNEL feat. みらい,-,5,8,10,5,8,10,24,1
1039,ACEDIA,ちらちら・はらはら,NU-KO,-,2,5,7,2,5,7,24,1
1040,ネオスカ電波,ディッシュウォッシャー◎彡おいわちゃん,ARM×狐夢想 feat. 山本椛,-,3,7,11,4,7,11,24,1
1041,ORIENTAL FUSION,九尾狐夜行,天狐,-,5,9,12,5,9,12,24,1
1042,HYPER ENKA POP,冬椿 ft. Kanae Asaba,Xceon,-,5,7,10,5,7,10,24,1
1043,LAST ARTS,刃図羅,猫叉Master vs HuΣeR,-,6,10,12,6,10,12,24,1
1044,忍歌,忍恋花,黒脛,-,5,9,11,5,9,11,24,1
1045,理系ポップ,恋はどう？モロ◎波動OK☆方程式!!,あべにゅうぷろじぇくと feat.佐倉紗織 produced by ave;new,-,5,8,10,5,8,10,24,1
1046,FOREST SNOW,月雪に舞う華のように,猫叉Master,-,5,7,10,5,8,10,24,1
1047,POP ROCK,次葉 -turn the page-,小寺可南子,-,4,8,10,4,8,10,24,1
1048,MICHINOKU,津軽雪,罠師 VS 安室,-,7,10,12,7,10,12,24,1
1049,HARDCORE,焔極OVERKILL,RoughSketch Vs. L.E.D.-G,-,6,10,12,7,10,12,24,1
1050,HIP HOP,焱影,RoughSkreamZ feat.楽天斎,-,5,9,12,6,9,12,24,1
1051,DRAMATIC WALTZ,獅子霞麗ノ舞,HuΣeR,-,4,6,9,3,6,9,24,1
1052,ORBITALIC FUTURE BASS,禍根,U1 overground,-,5,9,11,5,9,11,24,1
1053,空想ファンタジーシリーズ,童話回廊,DJ TOTTO,-,5,9,12,5,9,12,24,1
1054,CROSSBREED,鴉,L.E.D.-G,-,7,10,11,7,10,11,24,1
1055,HYPER SPEED RAVE,255,255,-,6,9,12,6,9,12,25,1
1056,JAZZ ROCK,1001 -ESCAPE-,SOUND HOLIC feat. Nana Takahashi,-,5,8,10,5,8,10,25,1
1057,BEAT PIANO MUSIC,2 Player,maras k/marasy×kors k,-,6,9,10,6,9,10,25,1
1058,RENAISSANCE,AA -rebuild-,D.J.Amuro,-,7,10,12,7,10,12,25,1
1059,DUBSTEP,Abraxas,SYUNN,-,5,9,11,5,9,11,25,1
1060,SYNTH-TECH,ACCELERATE,Sota Fujimori,-,6,8,10,5,8,10,25,1
1061,HARD DANCE,Acidiva 303,ni-21,-,4,7,10,4,7,10,25,1
1062,PIANO TRANCE,Alpheratz,Xceon,-,2,5,9,3,5,9,25,1
1063,熱帯 THE BASS,Amor De Verão,かめりあ feat. ななひら,-,4,8,11,5,8,11,25,1
1064,PSY TECH DANCE,ANAGMA,C-Show,-,5,8,10,5,8,10,25,1
1065,STYLISH CROSSOVER,ANCHOR,"BEMANI Sound Team ""HuΣeR Vs. SYUNN""",-,7,10,12,7,10,12,25,1
1066,HARDCORE DANCE SPEED,Antigravity,t+pazolite,-,6,10,12,6,10,12,25,1
1067,GENESIS,Arca,"BEMANI Sound Team ""Akhuta Works""",-,5,9,12,5,9,12,25,1
1068,CYBERCORE,Around the Future,Maozon vs. C-Show,-,6,9,11,6,9,11,25,1
1069,WAGON WHEEL TRANCE,Back Spin Sweeper,DJ TOTTO,-,6,9,11,6,9,11,25,1
1070,SCHRANZ,Battleground,kors k,-,6,9,11,6,9,11,25,1
1071,DIGITAL THRASH PUNK,Be a Hero!,中島由貴,-,4,9,11,5,9,11,25,1
1072,SPEED EURO,Beast mode,"BEMANI Sound Team ""TAG""",-,6,9,11,6,9,11,25,1
1073,CYBER LIQUID FUNK,Best of Me,Maozon,-,4,8,10,4,8,10,25,1
1074,NEO JUNGLE,Boomy and The Boost,Eagle,-,6,10,12,6,10,12,25,1
1075,DRUMSTEP/HARDCORE,Break Stasis,Hommarju & Akira Complex,-,6,9,10,6,9,10,25,1
1076,CYBERNETICS PIANO HOUSE,ChaserXX,HuΣeR,-,6,9,11,6,9,11,25,1
1077,FUTURE BASS,Chemical Cookie,YUC'e,-,5,8,10,5,8,11,25,1
1078,DRUM&BASS,City Never Sleeps (IIDX Edition),Dirty Androids,-,7,9,11,7,9,11,25,1
1079,COSMIC POP,COSMIC☆WONDER☆REVOLUTION,猫叉Master+,-,4,7,9,5,7,9,25,1
1080,HARDCORE,DEADHEAT,DJ Myosuke,-,6,10,12,7,10,12,25,1
1081,世紀末コア,DEATH†ZIGOQ ～怒りの高速爆走野郎～,"L.E.D.ALiCE(DJ NAGAI Vs. BEMANI Sound Team ""L.E.D.-G"")",-,7,10,12,7,10,12,25,1
1082,PUMPCORE,DropZ-Line-,Getty vs. DJ DiA,-,7,10,12,7,10,12,25,1
1083,VELLUM,Eine Haube ～聖地の果てにあるもの～,AIKO OI,-,5,8,11,5,9,12,25,1
1084,IRREGULAR DJENT STEP,EMERALDAS,"BEMANI Sound Team ""HuΣeR vs dj Hellix""",-,7,11,12,7,11,12,25,1
1085,DRUM'N'BASS,encounter,猫叉Master+,-,5,9,12,5,9,12,25,1
1086,HARD BASS HOUSE,Exhaust Hype,DJ Noriken,-,5,9,11,5,9,11,25,1
1087,MIDDLE EASTERN TWERK,Expanded !!,"BEMANI Sound Team ""Expander""",-,4,8,10,4,8,10,25,1
1088,ARTCORE,Fervidex,Feryquitous,-,5,9,11,5,9,11,25,1
1089,SPEED STAR,FIRE BALL,"BEMANI Sound Team ""RACER-X""",-,5,9,11,5,9,11,25,1
1090,HYPER DUBSTEP,FREEDOM,USAO,-,5,8,11,5,8,11,25,1
1091,TECH HOUSE,From Time To Time,sanodg,-,4,9,10,4,10,11,25,1
1092,HOLIC,FUTURE is Dead,C-Show,-,5,8,10,5,8,10,25,1
1093,TROPICAL HOUSE,Get Up! feat. Kanae Asaba,MK,-,3,7,9,4,7,9,25,1
1094,HANDZ STYLE,HAT TRICK,P*Light,-,5,8,10,5,8,10,25,1
1095,FREESTYLE,Hella Deep,MASAYOSHI IIMORI,-,4,7,10,4,8,10,25,1
1096,GABBA,HYPE THE CORE,DJ CHUCKY,-,6,10,11,7,10,12,25,1
1097,EURO TRANCE,I Love You,O/iviA,-,5,9,11,5,9,11,25,1
1098,EMOTIONAL RAVE EUPHORIA,Illusionary Waterlily,DJ Noriken,-,6,10,12,6,10,12,25,1
1099,ダンスミュージック,I'm Coming (2017 Version),Pa's Lam System,-,3,7,9,4,6,10,25,1
1100,00's TECHNO,Initiation,"BEMANI Sound Team ""謎の勢力""",-,7,10,12,7,10,12,25,1
1101,FUTURE HOUSE,Let's Bounce !!,"BEMANI Sound Team ""Sota F.""",-,4,7,10,4,8,10,25,1
1102,UPTEMPO HARDCORE,"Life Is A Game ft.DD""ナカタ""Metal",RoughSketch,-,6,10,12,7,10,12,25,1
1103,POPCORE,LUV DRIVE,RoughSketch feat.Aikapin,-,5,7,10,5,7,10,25,1
1104,ADMIRABLE,MAXIVCORD,"BEMANI Sound Team ""dj TAKA""",-,5,9,11,5,9,11,25,1
1105,NU 80's DISCO FUNK,Midnight Lady,Dirty Androids,-,4,6,9,4,6,9,25,1
1106,ALTERNATIVE FUGUE,Mira,Akhuta,-,5,9,11,6,9,12,25,1
1107,MACHINEGUN PSYSTYLE,NITROUS CANNON,かめりあ,-,7,10,12,7,10,12,25,1
1108,HYPER TECHNO,No Limit 2 dAnce feat. 大山愛未,Y&Co.,-,5,8,11,5,8,11,25,1
1109,ULTRA JAZZFUNKTION,Nothing but Theory,lapix,-,5,8,11,5,8,11,25,1
1110,FUTURE TERROR,n'pa pa BBQ,YUC'e,-,4,8,11,5,8,11,25,1
1111,TECHNO,O/D*20,Ryu*,-,6,8,10,6,8,10,25,1
1112,PSYCHDELIC TRANCE,Only for now,RINA SOUND PRODUCE : KAZUYA TAKASE,-,4,8,10,4,8,10,25,1
1113,DRUMSTEP,Papilio ulysses,"BEMANI Sound Team ""SYUNN""",-,7,10,12,7,10,12,25,1
1114,HARDSTYLE,Persephone,Massive New Krew,-,6,9,12,6,10,12,25,1
1115,HARDCORE,Rampage,USAO,-,6,10,12,7,10,12,25,1
1116,PANIC FUSION,Raspberry Railgun,OSTER project,-,7,10,12,7,10,12,25,1
1117,Hi-TECHDANCE,REVOLVER,sky_delta,-,5,8,11,5,8,11,25,1
1118,DRUM'N'BASS,Rise Circuit,COSIO,-,5,9,11,5,8,11,25,1
1119,DRUM'N'BASS,SHOX,RAM,-,5,8,10,7,9,11,25,1
1120,THE WORLD EVOLVE,Sleepless days,猫叉Master feat.Mayumi Morinaga,-,4,6,9,4,6,9,25,1
1121,FUTURE CORE,Slipstream,lapix,-,5,9,12,5,9,12,25,1
1122,GABBA,"Son, not gabba now",Y&Co.,-,4,8,10,5,8,10,25,1
1123,ROCK FUSION,SPEED,"BEMANI Sound Team ""Mutsuhiko Izumi""",-,5,8,10,5,8,10,25,1
1124,HARDTEK,SPEED DEMON,GUHROOVY feat. NO+CHIN,-,5,8,10,5,8,11,25,1
1125,HEAV'NLY TRANCE,STARLIGHT JUNCTION,SOUND HOLIC feat. Nana Takahashi,-,4,8,10,4,8,10,25,1
